0,1,2,3,4
Cutoff  Date,"$57,270,779.74",,December  2029,"$3,813,005.11"
July  2026,55013918.63,,January  2030,3416267.78
August  2026,52812379.05,,February  2030,3048451.75
September  2026,50666480.63,,March  2030,2708355.57
October  2026,48574906.96,,April  2030,2394783.78
November  2026,46536760.32,,May  2030,2106814.80
December  2026,44551286.13,,June  2030,1843357.59
January  2027,42618286.29,,July  2030,1603506.83
February  2027,40737134.66,,August  2030,1386498.59
March  2027,38906677.11,,September  2030,1191835.80
April  2027,37126214.50,,October  2030,1019046.44
May  2027,35395414.63,,November  2030,867672.09
June  2027,33713949.48,,December  2030,737186.67
July  2027,32081364.07,,January  2031,627118.18
August  2027,30497352.94,,February  2031,535880.34
September  2027,28961510.86,,March  2031,459514.48
October  2027,27473426.58,,April  2031,394030.00
November  2027,26032467.53,,May  2031,337515.38
December  2027,24637647.86,,June  2031,287888.04
January  2028,23288033.26,,July  2031,244017.56
February  2028,21982790.42,,August  2031,205395.92
March  2028,20721479.25,,September  2031,171879.95
April  2028,19503788.37,,October  2031,143205.74
May  2028,18329490.49,,November  2031,118995.51
June  2028,17198401.89,,December  2031,98646.67
July  2028,16110310.75,,January  2032,81449.71
August  2028,15064986.04,,February  2032,66899.69
September  2028,14062055.96,,March  2032,54674.71
October  2028,13101233.44,,April  2032,44415.05
November  2028,12182370.20,,May  2032,35779.74
December  2028,11305077.90,,June  2032,28469.66
January  2029,10468739.72,,July  2032,22250.02
February  2029,9672692.38,,August  2032,16935.13
March  2029,8916496.73,,September  2032,12488.81
April  2029,8199727.06,,October  2032,8890.29
May  2029,7521940.78,,November  2032,6097.46
June  2029,6882569.36,,December  2032,4027.87
July  2029,6280907.55,,January  2033,2523.28
August  2029,5716421.20,,February  2033,1457.18
September  2029,5188859.54,,March  2033,732.35
October  2029,4697388.32,,April  2033,286.87
November  2029,4239607.73,,May  2033,61.71
