0,1,2,3,4,5,6
Payment Date,0%,50%,75%,100%,150%,200%
Closing Date,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
March 2024,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
April 2024,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
May 2024,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
June 2024,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
July 2024,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
August 2024,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
September 2024,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
October 2024,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
November 2024,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
December 2024,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
January 2025,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
February 2025,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
March 2025,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
April 2025,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
May 2025,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
June 2025,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
July 2025,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
August 2025,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
September 2025,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
October 2025,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
November 2025,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
December 2025,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
January 2026,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
February 2026,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
March 2026,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
April 2026,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
May 2026,100.00%,100.00%,100.00%,100.00%,100.00%,53.50%
June 2026,100.00%,100.00%,100.00%,100.00%,73.86%,3.30%
July 2026,100.00%,100.00%,100.00%,83.00%,37.52%,0.00%
August 2026,100.00%,73.67%,57.65%,40.40%,0.60%,0.00%
September 2026,33.49%,10.89%,0.00%,0.00%,0.00%,0.00%
October 2026,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,
Weighted Average Life to Maturity (years)(2),2.64,2.60,2.58,2.55,2.46,2.33
Weighted Average Life to Call (years)(2)(3),2.64,2.60,2.58,2.55,2.46,2.33
