0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distribution Date,,0.00%,0.00%,,,0.50%,0.50%,,,0.90%,0.90%,,,1.10%,1.10%,,,1.30%,1.30%,,,1.50%,1.50%,,,1.80%,1.80%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
10/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
11/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
12/15/24,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,91.20,%
01/15/25,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,99.16,%,,,80.63,%
02/15/25,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,97.33,%,,,88.83,%,,,70.47,%
03/15/25,,,100.00,%,,,100.00,%,,,100.00,%,,,94.90,%,,,88.29,%,,,78.90,%,,,61.02,%
04/15/25,,,100.00,%,,,100.00,%,,,92.66,%,,,86.72,%,,,79.49,%,,,69.37,%,,,52.21,%
05/15/25,,,100.00,%,,,95.89,%,,,85.12,%,,,78.69,%,,,70.94,%,,,60.25,%,,,43.62,%
06/15/25,,,100.00,%,,,89.27,%,,,77.70,%,,,70.84,%,,,62.65,%,,,51.54,%,,,35.26,%
07/15/25,,,95.71,%,,,82.68,%,,,70.38,%,,,63.16,%,,,54.62,%,,,43.31,%,,,27.20,%
08/15/25,,,89.92,%,,,76.12,%,,,63.18,%,,,55.64,%,,,46.84,%,,,35.63,%,,,19.57,%
09/15/25,,,84.09,%,,,69.58,%,,,56.09,%,,,48.30,%,,,39.32,%,,,28.44,%,,,12.28,%
10/15/25,,,78.22,%,,,63.08,%,,,49.11,%,,,41.14,%,,,32.07,%,,,21.51,%,,,5.19,%
11/15/25,,,72.31,%,,,56.61,%,,,42.25,%,,,34.15,%,,,25.09,%,,,14.81,%,,,0.00,%
12/15/25,,,66.36,%,,,50.16,%,,,35.50,%,,,27.34,%,,,18.38,%,,,8.32,%,,,0.00,%
01/15/26,,,61.29,%,,,44.57,%,,,29.52,%,,,21.20,%,,,12.15,%,,,2.05,%,,,0.00,%
02/15/26,,,57.03,%,,,39.75,%,,,24.22,%,,,15.65,%,,,6.35,%,,,0.00,%,,,0.00,%
03/15/26,,,52.73,%,,,34.94,%,,,18.98,%,,,10.20,%,,,0.67,%,,,0.00,%,,,0.00,%
04/15/26,,,48.41,%,,,30.15,%,,,13.81,%,,,4.84,%,,,0.00,%,,,0.00,%,,,0.00,%
05/15/26,,,44.05,%,,,25.38,%,,,8.71,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
06/15/26,,,39.66,%,,,20.63,%,,,3.67,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
07/15/26,,,35.23,%,,,15.89,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
08/15/26,,,30.76,%,,,11.17,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
09/15/26,,,26.27,%,,,6.47,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
10/15/26,,,21.73,%,,,1.79,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
11/15/26,,,17.17,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
12/15/26,,,12.56,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
01/15/27,,,7.93,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
02/15/27,,,3.25,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
03/15/27,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life (Years) to Call,,,1.59,,,,1.31,,,,1.11,,,,1.01,,,,0.91,,,,0.80,,,,0.63,
Weighted Average Life (Years) to Maturity,,,1.59,,,,1.31,,,,1.11,,,,1.01,,,,0.91,,,,0.80,,,,0.63,
