0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"April 15, 2026",,100.00,,100.00,,100.00,,100.00,,85.07,,68.14,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"May 15, 2026",,100.00,,100.00,,100.00,,98.00,,78.01,,60.71,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"June 15, 2026",,100.00,,100.00,,100.00,,92.62,,71.16,,53.55,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"July 15, 2026",,100.00,,100.00,,100.00,,86.30,,64.52,,46.66,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"August 15, 2026",,100.00,,100.00,,94.81,,80.40,,58.30,,40.18,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"September 15, 2026",,100.00,,100.00,,90.18,,74.65,,52.29,,33.96,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"October 15, 2026",,100.00,,100.00,,84.71,,69.04,,46.47,,27.98,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"November 15, 2026",,100.00,,100.00,,79.34,,63.56,,40.85,,22.24,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"December 15, 2026",,100.00,,97.81,,74.05,,58.21,,35.42,,16.76,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"January 15, 2027",,100.00,,93.42,,68.86,,53.00,,30.18,,11.52,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"February 15, 2027",,100.00,,88.30,,63.76,,47.92,,25.15,,6.53,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"March 15, 2027",,100.00,,83.39,,58.91,,43.11,,20.41,,2.41,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,
"April 15, 2027",,100.00,,78.52,,54.15,,38.43,,15.87,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,89.63,
"May 15, 2027",,95.48,,73.67,,49.48,,33.89,,11.52,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,64.24,
"June 15, 2027",,91.03,,68.85,,44.90,,29.48,,7.36,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,0.00,
"July 15, 2027",,86.17,,64.22,,40.54,,25.30,,3.46,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,0.00,
"August 15, 2027",,81.28,,59.62,,36.27,,21.25,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,98.25,,0.00,
"September 15, 2027",,76.71,,55.34,,32.31,,17.51,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,75.12,,0.00,
"October 15, 2027",,72.12,,51.08,,28.44,,13.90,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,
"November 15, 2027",,67.50,,46.85,,24.65,,10.42,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,
"December 15, 2027",,62.84,,42.64,,20.95,,7.05,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,
"January 15, 2028",,58.16,,38.46,,17.33,,3.82,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,
"February 15, 2028",,53.46,,34.31,,13.81,,0.71,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,0.00,,0.00,
"March 15, 2028",,48.82,,30.25,,10.42,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,84.82,,0.00,,0.00,
"April 15, 2028",,44.18,,26.25,,7.14,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,65.74,,0.00,,0.00,
"May 15, 2028",,40.08,,22.71,,4.21,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,0.00,,0.00,,0.00,
"June 15, 2028",,35.96,,19.19,,1.36,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,0.00,,0.00,,0.00,
"July 15, 2028",,31.81,,15.69,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,90.31,,0.00,,0.00,,0.00,
"August 15, 2028",,27.80,,12.35,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,72.52,,0.00,,0.00,,0.00,
"September 15, 2028",,23.96,,9.17,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,0.00,,0.00,,0.00,,0.00,
"October 15, 2028",,20.09,,6.00,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,0.00,,0.00,,0.00,,0.00,
"November 15, 2028",,16.20,,2.86,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,0.00,,0.00,,0.00,,0.00,
"December 15, 2028",,12.28,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,98.26,,0.00,,0.00,,0.00,,0.00,
"January 15, 2029",,8.34,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,77.16,,0.00,,0.00,,0.00,,0.00,
"February 15, 2029",,4.38,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,0.00,,0.00,,0.00,,0.00,,0.00,
"March 15, 2029",,1.10,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,0.00,,0.00,,0.00,,0.00,,0.00,
"April 15, 2029",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,88.09,,0.00,,0.00,,0.00,,0.00,,0.00,
"May 15, 2029",,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,
,,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life to Call (years)(2),,3.54,,3.17,,2.74,,2.46,,2.10,,1.85,,4.64,,4.38,,3.96,,3.61,,3.05,,2.70,
Weighted Average Life to Maturity (years)(2),,3.54,,3.17,,2.74,,2.46,,2.10,,1.85,,4.78,,4.49,,4.06,,3.69,,3.13,,2.75,
