0,1,2,3,4,5,6,7
Comparable Retail Leases,Comparable Retail Leases,Comparable Retail Leases,Comparable Retail Leases,Comparable Retail Leases,Comparable Retail Leases,Comparable Retail Leases,Comparable Retail Leases
Property Name/Location,Year Built/ Renovated,Total GLA (SF),Major Tenant,Tenant Size (SF),Lease Start Date,Lease Term (years),Annual Base Rent PSF
"Dollar General – Adrian, MI  Adrian, MI",2025 / NAP,"10,734(1)",Dollar General(1),"10,734(1)",March-26(1),15.0,$13.35(1)
"Proposed Dollar General Markle, IN",2026 / NAP,10640,Dollar General,10640,February-26,15.0,$14.37
"Proposed Dollar General Port Huron, MI",2026 / NAP,10640,Dollar General,10640,February-26,15.0,$14.75
"Dollar General Monroe, MI",2025 / NAP,10566,"Dolgencorp, LLC",10566,November-25,15.0,$16.08
"Dollar General Farwell, MI",2025 / NAP,10566,Dollar General,10566,July-25,15.0,$13.11
"Dollar General Market Sawyer, MI",2025 / NAP,10640,Dollar General,10640,May-25,15.0,$14.51
"Dollar General Newaygo, MI",2025 / NAP,10640,Dollar General,10640,April-25,15.0,$12.99
"Dollar General Market Auburn, IN",2025 / NAP,10640,Dollar General,10640,March-25,15.0,$14.76
"Dollar Tree Williamston, MI",2024 / NAP,10500,Dollar Tree,10500,February-25,10.0,$13.25
